year,date,avg_return_flop_k,accuracy_flop_k,avg_return_top_k,accuracy_top_k,overall_return,accuracy,flop_stocks,top_stocks
1998,1998-01-02,0.5774742079017257,0.7,0.15092041881316093,0.4,0.7283946267148866,0.55,"['UIS.N', 'MSFT.OQ', 'MDR.N^A20', 'OMC.N', 'DELL.OQ^J13', 'DRI.N', 'RX.N^C10', 'MAT.OQ', 'WBA.OQ^H25', 'X.N^F25']","['CVS.N', 'MII.N^F99', 'BMET.OQ^J07', 'PEP.OQ', 'JP.N^D06', 'PPG.N', 'MST.N^H98', 'FDC.N^I07', 'MZ.N^E08', 'MDP.N^L21']"
1998,1998-01-05,0.4318173794461709,0.4,-0.50631857914363,0.4,-0.07450119969745911,0.4,"['RDC.N^D19', 'GAP.N', 'RYI.N^J07', 'LUV.N', 'MER.N^A09', 'HAS.OQ', 'WBA.OQ^H25', 'WOR', 'SHW.N', 'HAL.N']","['T.N^K05', 'DRI.N', 'THC.N', 'JCI.N^I16', 'RYC.N^H99', 'GAP.N^L10', 'TOY.N^G05', 'CGP.N^A01', 'SMS.N^G00', 'CNG.N^A00']"
1998,1998-01-06,0.9772906582208896,0.6,-0.6207113331275398,0.5,0.3565793250933498,0.55,"['MSFT.OQ', 'KLAC.OQ', 'SEG.N^K00', 'DIGI.O^I98', 'RYI.N^J07', 'SHW.N', 'CHRS.OQ^F12', 'HM.N^L01', 'LSI.OQ^E14', 'AZA.N^F01']","['B.N', 'CAG.N', 'PDG.N^C06', 'WOR', 'TOY.N^G05', 'CCU.N^G08', 'KATE.N^G17', 'BKR.OQ', 'RTN.N^D20', 'STJ.N^A17']"
1998,1998-01-07,0.6251476214994437,0.7,0.6162630283721227,0.7,1.2414106498715665,0.7,"['ADSK.OQ', 'DELL.OQ^J13', 'HBAN.OQ', 'ADP.OQ', 'PSKY.OQ', 'BMET.OQ^J07', 'LDW.N^L00', 'AZA.N^F01', 'GAP.N', 'JAVA.OQ^B10']","['B.N', 'PDG.N^C06', 'BR.N^D06', 'HAL.N', 'HRB.N', 'WAI.N^H98', 'HP.N', 'ECO.A^B03', 'OKE.N', 'MDR.N^A20']"
1998,1998-01-08,0.033739663186791745,0.30000000000000004,-0.9240147287550371,0.4,-0.8902750655682453,0.35,"['UIS.N', 'BMET.OQ^J07', 'FRO.N^I99', 'MSFT.OQ', 'NAV.N^B07', 'DELL.OQ^J13', 'ADBE.OQ', 'T.N^K05', 'SHW.N', 'HBOC.O^A99']","['AHM.N^J98', 'MDR.N^A20', 'OKE.N', 'ECO.A^B03', 'CG.N^K00', 'CGP.N^A01', 'AMAT.OQ', 'GNT.N^G98', 'KLAC.OQ', 'EFU.N^K00']"
1998,1998-01-09,2.434315315699296,0.7,-2.1344163206406774,0.4,0.2998989950586184,0.55,"['BAY.N^H98', 'NMK.N^A02', 'BDK.N^C10', 'UIS.N', 'NOVL.OQ^D11', 'LSI.OQ^E14', 'CAG.N', 'LU.N^L06', 'TLAB.OQ^L13', 'NAV.N^B07']","['AHM.N^J98', 'MDR.N^A20', 'GNT.N^G98', 'SEG.N^K00', 'CHRS.OQ^F12', 'CGP.N^A01', 'NEM.N', 'GDW.N^J06', 'B.N', 'TMO.N']"
1998,1998-01-12,0.03269217014942166,0.7,-0.25243265164791173,0.4,-0.21974048149849007,0.55,"['NMK.N^A02', 'MSFT.OQ', 'AAPL.OQ', 'UST.N^A09', 'CAG.N', 'UIS.N', 'RBK.N^B06', 'ADBE.OQ', 'C.N^K98', 'CTX.N^H09']","['MDR.N^A20', 'AHM.N^J98', 'GNT.N^G98', 'B.N', 'SEG.N^K00', 'NEM.N', 'GDW.N^J06', 'ORCL.N', 'HP.N', 'CGP.N^A01']"
1998,1998-01-13,-0.9027156622197344,0.4,3.0165161949835655,1.0,2.113800532763831,0.7,"['PTC.OQ', 'ETN.N', 'DEC.N^F98', 'FRO.N^I99', 'X.N^F25', 'NAV.N^B07', 'AMR.N^A12', 'RYI.N^J07', 'HET.N^A08', 'SPGI.N']","['NEM.N', 'ORCL.N', 'RDC.N^D19', 'COMS.OQ^D10', 'SEG.N^K00', 'PRD.N^J01', 'WAI.N^H98', 'RSH.N^B15', 'TUP.N^I24', 'ORX.N^B99']"
1998,1998-01-14,0.05232780924599458,0.7,0.2456079735432443,0.4,0.2979357827892389,0.55,"['UIS.N', 'MU.OQ', 'PSKY.OQ', 'NAV.N^B07', 'AMR.N^A12', 'BDK.N^C10', 'FRO.N^I99', 'WLA.N^F00', 'SPGI.N', 'KR.N']","['OWC.N^L02', 'AZO.N', 'ROH.N^D09', 'BSX.N', 'TOY.N^G05', 'ITW.N', 'SAI.N^L98', 'FDC.N^I07', 'CTX.N^H09', 'SNA.N']"
1998,1998-01-15,0.5930058332395035,0.5,-0.5738834235178467,0.4,0.019122409721656797,0.45,"['AMAT.OQ', 'HES.N^G25', 'SCHW.N', 'GNT.N^G98', 'ROK.N', 'SUN.N^J12', 'DEC.N^F98', 'HP.N', 'DIGI.O^I98', 'LU.N^L06']","['OWC.N^L02', 'BSX.N', 'JH.N^E07', 'BALL.N', 'EK.N^A12', 'FDC.N^I07', 'ADBE.OQ', 'AMGN.OQ', 'TUP.N^I24', 'TEN.N^K22']"
1998,1998-01-16,-1.5574987365357287,0.4,0.37645315579940397,0.4,-1.1810455807363247,0.4,"['ANDW.OQ^A08', 'HP.N', 'F.N', 'BKR.OQ', 'RSH.N^B15', 'AS.N^I99', 'HAL.N', 'MIL.N^G10', 'RDC.N^D19', 'MDR.N^A20']","['OWC.N^L02', 'JH.N^E07', 'EK.N^A12', 'AMGN.OQ', 'OI.N', 'TLAB.OQ^L13', 'PPW.N^L99', 'BALL.N', 'TOY.N^G05', 'AMP.N^D99']"
1998,1998-01-20,-0.4945925508648612,0.30000000000000004,3.2900244203689346,0.6,2.7954318695040734,0.45,"['BDX.N', 'COMS.OQ^D10', 'PDG.N^C06', 'AHM.N^J98', 'CB.N^A16', 'BAC.N^I98', 'ROK.N', 'AS.N^I99', 'GDW.N^J06', 'GL.N']","['OWC.N^L02', 'AMP.N^D99', 'PBY.N^B16', 'BGG.N^G20', 'DOW.N^I17', 'BA.N', 'AMD.OQ', 'RYC.N^H99', 'TLAB.OQ^L13', 'ECO.A^B03']"
1998,1998-01-21,0.7288500446714739,0.7,0.689792685215289,0.8,1.4186427298867628,0.75,"['APA.OQ', 'AZO.N', 'UCL.N^H05', 'GAP.N', 'ANDW.OQ^A08', 'OXY.N', 'UIS.N', 'BR.N^D06', 'ARC.N^D00', 'COMS.OQ^D10']","['UST.N^A09', 'PBY.N^B16', 'PAS.N^C10', 'FWC.N^K02', 'CCK.N', 'MO.N', 'OI.N', 'PPW.N^L99', 'EC.N^F06', 'HON.OQ']"
1998,1998-01-22,1.0733841193008988,0.6,-0.09011104344821637,0.7,0.9832730758526824,0.65,"['ANDW.OQ^A08', 'DEC.N^F98', 'AHM.N^J98', 'GDW.N^J06', 'HAL.N', 'BR.N^D06', 'AZO.N', 'DGN.N^J99', 'MDR.N^A20', 'TUP.N^I24']","['UST.N^A09', 'PPW.N^L99', 'PNU.N^C00', 'PLL.N^H15', 'CMA.N', 'BMY.N', 'PTC.OQ', 'GLW.N', 'HPC.N^K08', 'TKR.N']"
1998,1998-01-23,-0.43526469599054707,0.4,0.505740229154573,0.8,0.07047553316402588,0.6,"['ANDW.OQ^A08', 'BDX.N', 'DEC.N^F98', 'MU.OQ', 'PH.N', 'FDC.N^I07', 'UPR.N^G00', 'F.N', 'OXY.N', 'NEM.N']","['UST.N^A09', 'BAY.N^H98', 'KLAC.OQ', 'MO.N', 'APA.OQ', 'SCHW.N', 'GLW.N', 'HSH.N^H14', 'LIN.OQ', 'COMS.OQ^D10']"
1998,1998-01-26,-0.7926399680774171,0.5,-0.06372948142649068,0.8,-0.8563694495039078,0.65,"['BDX.N', 'DEC.N^F98', 'ANDW.OQ^A08', 'HET.N^A08', 'F.N', 'JAVA.OQ^B10', 'TUP.N^I24', 'WCOEQ.OQ^G02', 'EK.N^A12', 'AHM.N^J98']","['DIGI.O^I98', 'SFA.N^B06', 'SCHW.N', 'RDC.N^D19', 'VO.N^L00', 'BAC.N^I98', 'KBH.N', 'CBS.N^E00', 'SUN.N^J12', 'EFX.N']"
