year,date,avg_return_flop_k,accuracy_flop_k,avg_return_top_k,accuracy_top_k,overall_return,accuracy,flop_stocks,top_stocks
1998,1998-01-02,0.6905485213870806,0.9,2.231043001136141,0.8,2.9215915225232214,0.85,"['UIS.N', 'DRI.N', 'X.N^F25', 'MDR.N^A20', 'ADBE.OQ', 'EMC.N^I16', 'TJX.N', 'OMC.N', 'BMG.N^A01', 'MS.N']","['RML.N^H06', 'WCOEQ.OQ^G02', 'MMM.N', 'MIL.N^G10', 'N.N^K06', 'SEG.N^K00', 'MCIC.O^I98', 'BT.N^F99', 'AAPL.OQ', 'INTC.OQ']"
1998,1998-01-05,0.563487474895032,0.6,0.5628706813992919,0.8,1.126358156294324,0.7,"['EMC.N^I16', 'WOR', 'BHMSQ.OB^A04', 'AAPL.OQ', 'RYI.N^J07', 'MU.OQ', 'EK.N^A12', 'AMD.OQ', 'OI.N', 'GNT.N^G98']","['T.N^K05', 'WCOEQ.OQ^G02', 'SNA.N', 'TX.N^J01', 'USB.N', 'DJ.N^L07', 'MCIC.O^I98', 'BFO.N^J00', 'SUN.N^J12', 'TA.N^G99']"
1998,1998-01-06,1.4734568035069606,0.7,-0.7452697395457487,0.5,0.7281870639612119,0.6,"['EMC.N^I16', 'RYI.N^J07', 'SEG.N^K00', 'DGN.N^J99', 'KLAC.OQ', 'AMAT.OQ', 'LSI.OQ^E14', 'DIGI.O^I98', 'GNT.N^G98', 'AMD.OQ']","['CAG.N', 'TX.N^J01', 'HRB.N', 'SNA.N', 'ARC.N^D00', 'VZ.N', 'BMG.N^A01', 'SAF.N^I08', 'HP.N', 'OAT.N^H01']"
1998,1998-01-07,0.9426734249684253,0.6,0.3164798837759369,0.7,1.2591533087443623,0.65,"['AAPL.OQ', 'DGN.N^J99', 'UIS.N', 'AMD.OQ', 'ADSK.OQ', 'CBB.N^A98', 'ADBE.OQ', 'EK.N^A12', 'FDX.N', 'CA.OQ^K18']","['IFF.N', 'BAC.N^I98', 'MOB.N^K99', 'APC.N^H19', 'UPR.N^G00', 'BR.N^D06', 'UCL.N^H05', 'COP.N', 'OXY.N', 'YUM.N']"
1998,1998-01-08,0.052202973883654955,0.4,-1.0850774089120268,0.3,-1.0328744350283718,0.35,"['UIS.N', 'FRO.N^I99', 'BDK.N^C10', 'BAY.N^H98', 'CBB.N^A98', 'NMK.N^A02', 'FDX.N', 'NOC.N', 'LMT.N', 'NAV.N^B07']","['AHM.N^J98', 'ORCL.N', 'KLAC.OQ', 'WMX.N^G98', 'BT.N^F99', 'AMAT.OQ', 'CG.N^K00', 'PCAR.OQ', 'LU.N^L06', 'GDW.N^J06']"
1998,1998-01-09,2.653647765512919,0.8,-2.017827933304743,0.6,0.6358198322081763,0.7,"['BDK.N^C10', 'UIS.N', 'NMK.N^A02', 'BAY.N^H98', 'BMET.OQ^J07', 'FDX.N', 'CBB.N^A98', 'BSX.N', 'PH.N', 'RYI.N^J07']","['CHRS.OQ^F12', 'GP.N^L05', 'N.N^K06', 'RYC.N^H99', 'FCN.N^J98', 'BT.N^F99', 'SEG.N^K00', 'AL.N^K07', 'ORCL.N', 'RSH.N^B15']"
1998,1998-01-12,-0.30943557333015775,0.6,0.4577788197294865,0.5,0.14834324639932872,0.55,"['NMK.N^A02', 'UIS.N', 'BDK.N^C10', 'AAPL.OQ', 'ASC.N^F99', 'MU.OQ', 'DUK.N', 'BSX.N', 'RBD.N^C99', 'DRI.N']","['RSH.N^B15', 'HP.N', 'ORCL.N', 'COMS.OQ^D10', 'SCHW.N', 'BALL.N', 'NC.N', 'OKE.N', 'MER.N^A09', 'NEM.N']"
1998,1998-01-13,-1.4009510555470093,0.4,1.3064911266138375,0.6,-0.09445992893317179,0.5,"['UIS.N', 'BDK.N^C10', 'BMET.OQ^J07', 'MU.OQ', 'BHMSQ.OB^A04', 'MDP.N^L21', 'KMB.OQ', 'INTC.OQ', 'ASC.N^F99', 'WYE.N^J09']","['ECO.A^B03', 'OWC.N^L02', 'KATE.N^G17', 'TOY.N^G05', 'ORCL.N', 'FL.N^I25', 'TUP.N^I24', 'NEM.N', 'PRD.N^J01', 'FDC.N^I07']"
1998,1998-01-14,0.1590489367713201,0.7,0.3975623552484037,0.6,0.5566112920197238,0.65,"['MU.OQ', 'BDK.N^C10', 'BMET.OQ^J07', 'AAPL.OQ', 'FJ.N^K00', 'TXN.OQ', 'GDT.N^D06', 'KMB.OQ', 'KBH.N', 'BAY.N^H98']","['AZO.N', 'ROH.N^D09', 'OWC.N^L02', 'BSX.N', 'TEN.N^K22', 'PPW.N^L99', 'NMK.N^A02', 'KATE.N^G17', 'SNA.N', 'UNH.N']"
1998,1998-01-15,0.7032994146198817,0.6,-0.6259329588301684,0.4,0.07736645578971324,0.5,"['KBH.N', 'GDT.N^D06', 'RDC.N^D19', 'EMC.N^I16', 'AAPL.OQ', 'UIS.N', 'F.N', 'MU.OQ', 'CCU.N^G08', 'STT.N']","['JH.N^E07', 'OWC.N^L02', 'AMGN.OQ', 'ADBE.OQ', 'BSX.N', 'FITB.OQ', 'PPW.N^L99', 'EK.N^A12', 'TEN.N^K22', 'CEN.N^K07']"
1998,1998-01-16,0.2676505245467894,0.6,0.8744944033333064,0.6,1.142144927880096,0.6,"['KBH.N', 'B.N', 'MIR.N^E00', 'DEC.N^F98', 'COMS.OQ^D10', 'PDG.N^C06', 'HM.N^L01', 'CBS.N^E00', 'MU.OQ', 'MAT.OQ']","['OWC.N^L02', 'DGN.N^J99', 'AMGN.OQ', 'PPW.N^L99', 'EK.N^A12', 'OI.N', 'JH.N^E07', 'UNH.N', 'TOY.N^G05', 'LPX.N']"
1998,1998-01-20,0.17094266288937815,0.6,2.70429625196163,0.5,2.8752389148510082,0.55,"['B.N', 'PDG.N^C06', 'BMG.N^A01', 'DEC.N^F98', 'MIR.N^E00', 'NEM.N', 'SLB.N', 'HM.N^L01', 'HP.N', 'HET.N^A08']","['OWC.N^L02', 'BGG.N^G20', 'PBY.N^B16', 'ECO.A^B03', 'BA.N', 'WMX.N^G98', 'AMGN.OQ', 'AMP.N^D99', 'UST.N^A09', 'DUK.N']"
1998,1998-01-21,-0.07575794573832587,0.4,0.6787759189603093,0.8,0.6030179732219835,0.6,"['DEC.N^F98', 'ANDW.OQ^A08', 'HP.N', 'RDC.N^D19', 'SGP.N^K09', 'JAVA.OQ^B10', 'SLB.N', 'HAL.N', 'RSH.N^B15', 'STO.N^K98']","['UST.N^A09', 'FWC.N^K02', 'PBY.N^B16', 'MO.N', 'HCA.N^K06', 'DUK.N', 'BA.N', 'OI.N', 'HON.OQ', 'PPW.N^L99']"
1998,1998-01-22,1.247032649364361,0.5,0.05942866291514683,0.7,1.306461312279508,0.6,"['DEC.N^F98', 'ANDW.OQ^A08', 'SLB.N', 'HET.N^A08', 'RDC.N^D19', 'LUV.N', 'RVTY.N', 'AMAT.OQ', 'BDX.N', 'FJ.N^K00']","['UST.N^A09', 'PBY.N^B16', 'PPW.N^L99', 'CLX.N', 'GLW.N', 'CEG.N^C12', 'JH.N^E07', 'TKR.N', 'CA.OQ^K18', 'HPC.N^K08']"
1998,1998-01-23,-0.020859227927560918,0.30000000000000004,0.36515733324329697,0.6,0.34429810531573607,0.45,"['ANDW.OQ^A08', 'DEC.N^F98', 'FJ.N^K00', 'BDX.N', 'HET.N^A08', 'MU.OQ', 'WCOEQ.OQ^G02', 'PHA.N^D03', 'FG.N^D98', 'RVTY.N']","['UST.N^A09', 'MO.N', 'AMGN.OQ', 'LIN.OQ', 'FCX.N', 'HRC.N^C03', 'CSX.OQ', 'WFC.N^K98', 'GLW.N', 'SCHW.N']"
1998,1998-01-26,-0.7190223750234235,0.6,-0.34954562489790264,0.5,-1.068567999921326,0.55,"['DEC.N^F98', 'BDX.N', 'NEM.N', 'RSH.N^B15', 'B.N', 'WCOEQ.OQ^G02', 'PDG.N^C06', 'STO.N^K98', 'HM.N^L01', 'ECO.A^B03']","['SFA.N^B06', 'DIGI.O^I98', 'HRC.N^C03', 'TOY.N^G05', 'U.N^H02', 'EFX.N', 'LDG.N^J08', 'EXC.OQ', 'HCA.N^K06', 'PBY.N^B16']"
1998,1998-01-27,-0.6933839003703165,0.5,-0.23524435242159383,0.4,-0.9286282527919103,0.45,"['DEC.N^F98', 'B.N', 'PDG.N^C06', 'ECO.A^B03', 'BDX.N', 'BMG.N^A01', 'RVTY.N', 'RSH.N^B15', 'AL.N^K07', 'ANDW.OQ^A08']","['DIGI.O^I98', 'CHRS.OQ^F12', 'SFA.N^B06', 'JH.N^E07', 'GNT.N^G98', 'WMX.N^G98', 'HRC.N^C03', 'TOY.N^G05', 'HCA.N^K06', 'EXC.OQ']"
1998,1998-01-28,-1.1529593591031684,0.30000000000000004,0.6518018785669143,0.4,-0.5011574805362541,0.35,"['DEC.N^F98', 'BDX.N', 'B.N', 'BMG.N^A01', 'TXN.OQ', 'XRX.OQ', 'PDG.N^C06', 'DELL.OQ^J13', 'AL.N^K07', 'WLA.N^F00']","['GNT.N^G98', 'EXC.OQ', 'PPW.N^L99', 'TLAB.OQ^L13', 'AMP.N^D99', 'HCA.N^K06', 'HBAN.OQ', 'NOVL.OQ^D11', 'PPL.N', 'LDG.N^J08']"
1998,1998-01-29,1.1601297576549436,0.7,0.895710956525356,0.6,2.0558407141802997,0.65,"['TXN.OQ', 'DEC.N^F98', 'KRB.N^A06', 'ANDW.OQ^A08', 'B.N', 'BMG.N^A01', 'WLA.N^F00', 'N.N^K06', 'MU.OQ', 'BDX.N']","['HCA.N^K06', 'GLW.N', 'TCOMA.O^C99', 'GNT.N^G98', 'EXC.OQ', 'HRC.N^C03', 'CIN.N^D06', 'TOY.N^G05', 'CEG.N^C12', 'SNT.N^J99']"
1998,1998-01-30,0.2549607563301724,0.6,-0.6178973186734926,0.5,-0.3629365623433202,0.55,"['EMC.N^I16', 'DEC.N^F98', 'PHA.N^D03', 'BDX.N', 'STO.N^K98', 'RSH.N^B15', 'WLA.N^F00', 'SGI.N^K05', 'CSCO.OQ', 'BHMSQ.OB^A04']","['CIN.N^D06', 'EXC.OQ', 'HCA.N^K06', 'CEG.N^C12', 'HRC.N^C03', 'GPU.N^K01', 'XEL.OQ', 'SPGI.N', 'PPL.N', 'HP.N']"
1998,1998-02-02,-0.5196572054913029,0.5,0.6192038698902728,0.5,0.09954666439896986,0.5,"['SGI.N^K05', 'ORCL.N', 'TXN.OQ', 'WCOEQ.OQ^G02', 'NSM.N^I11', 'DEC.N^F98', 'SEG.N^K00', 'EMC.N^I16', 'BHMSQ.OB^A04', 'BDX.N']","['PAS.N^C10', 'EXC.OQ', 'HP.N', 'HCA.N^K06', 'BFI.N^H99', 'ADM.N', 'JH.N^E07', 'K.N', 'IFF.N', 'CEG.N^C12']"
1998,1998-02-03,-0.06634703799209292,0.7,0.07592773051871339,0.4,0.009580692526620471,0.55,"['ORCL.N', 'EMC.N^I16', 'BHMSQ.OB^A04', 'SGI.N^K05', 'BDX.N', 'AMAT.OQ', 'GDT.N^D06', 'BAX.N', 'TXN.OQ', 'NAV.N^B07']","['HP.N', 'BFI.N^H99', 'AAPL.OQ', 'NSM.N^I11', 'UPR.N^G00', 'K.N', 'HRC.N^C03', 'GPU.N^K01', 'PPL.N', 'D.N']"
1998,1998-02-04,0.3603894822194341,0.6,0.9557748526469251,0.7,1.3161643348663592,0.65,"['LSI.OQ^E14', 'NAV.N^B07', 'DGN.N^J99', 'MU.OQ', 'GNT.N^G98', 'ORCL.N', 'TXN.OQ', 'ANV.N^D99', 'NC.N', 'PCAR.OQ']","['BFI.N^H99', 'NEM.N', 'K.N', 'ECO.A^B03', 'PDG.N^C06', 'HRC.N^C03', 'CIN.N^D06', 'SNT.N^J99', 'PEP.OQ', 'PSKY.OQ']"
1998,1998-02-05,0.9672419280941025,0.7,0.3906570935875765,0.7,1.3578990216816789,0.7,"['KLAC.OQ', 'AMAT.OQ', 'NAV.N^B07', 'NC.N', 'DEC.N^F98', 'EMC.N^I16', 'GDT.N^D06', 'WAI.N^H98', 'RDC.N^D19', 'MU.OQ']","['SNT.N^J99', 'JH.N^E07', 'RBD.N^C99', 'USS.N^J98', 'CG.N^K00', 'VFC.N', 'EFX.N', 'K.N', 'JP.N^D06', 'CEN.N^K07']"
1998,1998-02-06,0.6046565501550085,0.8,0.22059582733909494,0.4,0.8252523774941034,0.6,"['ECO.A^B03', 'WAI.N^H98', 'HRC.N^C03', 'NC.N', 'RDC.N^D19', 'HP.N', 'HAL.N', 'BMG.N^A01', 'KM.N^L02', 'HM.N^L01']","['BLS.N^A07', 'AIT.N^J99', 'VFC.N', 'AMD.OQ', 'NSM.N^I11', 'K.N', 'WEN.N^I08', 'STO.N^K98', 'HLT.N^J07', 'OAT.N^H01']"
1998,1998-02-09,0.4263197634970757,0.5,1.0674117341066531,0.9,1.4937314976037288,0.7,"['KM.N^L02', 'MWI.N^C04', 'VO.N^L00', 'BSX.N', 'S.N^C05', 'PRD.N^J01', 'NC.N', 'BAY.N^H98', 'ROK.N', 'ORCL.N']","['HCA.N^K06', 'AMD.OQ', 'WEN.N^I08', 'NSM.N^I11', 'K.N', 'BA.N', 'FL.N^I25', 'ABS.N^F06', 'EFX.N', 'TXN.OQ']"
1998,1998-02-10,-0.27235213029494565,0.7,0.6265557606012051,0.6,0.35420363030625945,0.65,"['DGN.N^J99', 'TCOMA.O^C99', 'VO.N^L00', 'ORCL.N', 'ONE.N^G04', 'BSX.N', 'KM.N^L02', 'MIL.N^G10', 'ECO.A^B03', 'AET.N^K18']","['WEN.N^I08', 'WMX.N^G98', 'LLY.N', 'TKR.N', 'USS.N^J98', 'JAVA.OQ^B10', 'S.N^G13', 'UMG.N^F00', 'NKE.N', 'CEN.N^K07']"
1998,1998-02-11,0.6474302090685813,0.6,0.32354572316972396,0.7,0.9709759322383053,0.65,"['TCOMA.O^C99', 'DGN.N^J99', 'PTC.OQ', 'BSX.N', 'TNB.N^E12', 'GNT.N^G98', 'VO.N^L00', 'SMS.N^G00', 'NOVL.OQ^D11', 'S.N^C05']","['LLY.N', 'WEN.N^I08', 'OAT.N^H01', 'TMO.N', 'FRO.N^I99', 'UNP.N', 'VZ.N', 'RYC.N^H99', 'WMX.N^G98', 'NAV.N^B07']"
1998,1998-02-12,0.25135473240579875,0.7,0.08482733076202842,0.4,0.33618206316782717,0.55,"['DXC.N', 'TCOMA.O^C99', 'NC.N', 'PTC.OQ', 'DGN.N^J99', 'ADSK.OQ', 'BSX.N', 'TNB.N^E12', 'BCR.N^L17', 'MDR.N^A20']","['OAT.N^H01', 'WEN.N^I08', 'DOW.N^I17', 'FRO.N^I99', 'DIGI.O^I98', 'CA.OQ^K18', 'T.N^K05', 'PD.N^C07', 'TGT.N', 'HBOC.O^A99']"
1998,1998-02-13,0.15087086075358108,0.6,0.32223052664918556,0.7,0.47310138740276664,0.65,"['FTL.N^E00', 'DXC.N', 'U.N^H02', 'KATE.N^G17', 'KLAC.OQ', 'NOVL.OQ^D11', 'ADSK.OQ', 'TCOMA.O^C99', 'TNB.N^E12', 'LUV.N']","['DOW.N^I17', 'PD.N^C07', 'JAVA.OQ^B10', 'WEN.N^I08', 'OAT.N^H01', 'KWP.N^K99', 'JH.N^E07', 'RYC.N^H99', 'DLX.N', 'DIGI.O^I98']"
1998,1998-02-17,0.6865315312151423,0.9,0.5425423795780815,0.7,1.2290739107932238,0.8,"['HUM.N', 'DXC.N', 'FTL.N^E00', 'NOVL.OQ^D11', 'UNH.N', 'TLAB.OQ^L13', 'NC.N', 'ADBE.OQ', 'WMB.N', 'KLAC.OQ']","['CFC.N^G08', 'DJ.N^L07', 'MWI.N^C04', 'CTB.N^F21', 'CIN.N^D06', 'JH.N^E07', 'LLY.N', 'AGN.N^C15', 'JAVA.OQ^B10', 'RYI.N^J07']"
1998,1998-02-18,0.0008483317917402644,0.8,0.166264182525201,0.6,0.16711251431694127,0.7,"['BNL.N^F98', 'ECH.N^G98', 'WMB.N', 'FTL.N^E00', 'DXC.N', 'HUM.N', 'BA.N', 'KATE.N^G17', 'NKE.N', 'MYG.N^D06']","['CAG.N', 'LLY.N', 'CA.OQ^K18', 'CTB.N^F21', 'MU.OQ', 'SIAL.OQ^K15', 'UIS.N', 'CBS.N^E00', 'YUM.N', 'MIR.N^E00']"
